YEAR,MO,DY,HR,TWL
2025,9,5,14,3872
2025,9,5,15,3733
2025,9,5,16,3599
2025,9,5,17,3516
2025,9,5,18,3434
2025,9,5,19,3498
2025,9,5,20,3615
2025,9,5,21,3771
2025,9,5,22,3934
2025,9,5,23,4040
2025,9,6,0,4128
2025,9,6,1,4107
2025,9,6,2,3962
2025,9,6,3,3812
2025,9,6,4,3672
2025,9,6,5,3532
2025,9,6,6,3465
2025,9,6,7,3490
2025,9,6,8,3593
2025,9,6,9,3730
2025,9,6,10,3872
2025,9,6,11,3989
2025,9,6,12,4070
2025,9,6,13,4074
2025,9,6,14,3943
2025,9,6,15,3802
2025,9,6,16,3641
2025,9,6,17,3481
2025,9,6,18,3379
2025,9,6,19,3349
2025,9,6,20,3422
2025,9,6,21,3571
2025,9,6,22,3742
2025,9,6,23,3893
2025,9,7,0,4031
2025,9,7,1,4092
2025,9,7,2,4018
2025,9,7,3,3844
2025,9,7,4,3685
2025,9,7,5,3536
2025,9,7,6,3413
2025,9,7,7,3361
2025,9,7,8,3410
2025,9,7,9,3547
2025,9,7,10,3722
2025,9,7,11,3874
2025,9,7,12,4008
2025,9,7,13,4083
2025,9,7,14,4066
2025,9,7,15,3914
2025,9,7,16,3738
2025,9,7,17,3593
2025,9,7,18,3436
2025,9,7,19,3350
2025,9,7,20,3349
2025,9,7,21,3457
2025,9,7,22,3634
2025,9,7,23,3804
2025,9,8,0,3962
2025,9,8,1,4080
2025,9,8,2,4111
2025,9,8,3,3982
2025,9,8,4,3806
2025,9,8,5,3640
2025,9,8,6,3472
2025,9,8,7,3348
2025,9,8,8,3320
2025,9,8,9,3395
2025,9,8,10,3565
2025,9,8,11,3747
2025,9,8,12,3906
2025,9,8,13,4044
2025,9,8,14,4122
2025,9,8,15,4081
2025,9,8,16,3899
2025,9,8,17,3722
2025,9,8,18,3557
2025,9,8,19,3421
2025,9,8,20,3325
2025,9,8,21,
2025,9,8,22,
2025,9,8,23,
2025,9,9,0,3826
2025,9,9,1,3965
2025,9,9,2,4076
2025,9,9,3,4073
2025,9,9,4,3923
2025,9,9,5,3754
2025,9,9,6,3578
2025,9,9,7,3410
2025,9,9,8,3314
2025,9,9,9,3311
2025,9,9,10,3422
2025,9,9,11,3609
2025,9,9,12,3793
2025,9,9,13,3961
2025,9,9,14,4105
2025,9,9,15,4166
2025,9,9,16,4073
2025,9,9,17,3877
2025,9,9,18,3700
2025,9,9,19,3535
2025,9,9,20,3421
2025,9,9,21,3376
2025,9,9,22,3441
2025,9,9,23,3595
2025,9,10,0,3778
2025,9,10,1,3935
2025,9,10,2,4077
2025,9,10,3,4150
2025,9,10,4,4079
2025,9,10,5,3885
2025,9,10,6,3692
2025,9,10,7,3519
2025,9,10,8,3374
2025,9,10,9,3296
2025,9,10,10,3313
2025,9,10,11,3438
2025,9,10,12,3632
2025,9,10,13,3810
2025,9,10,14,3979
2025,9,10,15,4102
2025,9,10,16,4135
2025,9,10,17,4022
2025,9,10,18,3839
2025,9,10,19,3671
2025,9,10,20,3518
2025,9,10,21,3392
2025,9,10,22,3359
2025,9,10,23,3429
2025,9,11,0,3590
2025,9,11,1,3771
2025,9,11,2,3918
2025,9,11,3,4039
2025,9,11,4,4083
2025,9,11,5,3995
2025,9,11,6,3810
2025,9,11,7,3637
2025,9,11,8,3475
2025,9,11,9,3342
2025,9,11,10,3297
2025,9,11,11,3351
2025,9,11,12,3490
2025,9,11,13,3674
2025,9,11,14,3849
2025,9,11,15,4012
2025,9,11,16,4131
2025,9,11,17,4162
2025,9,11,18,4047
2025,9,11,19,3857
2025,9,11,20,3704
2025,9,11,21,3576
2025,9,11,22,3483
2025,9,11,23,3500
2025,9,12,0,3594
2025,9,12,1,3765
2025,9,12,2,3903
2025,9,12,3,4032
2025,9,12,4,4128
2025,9,12,5,4169
2025,9,12,6,4058
2025,9,12,7,3878
2025,9,12,8,3703
2025,9,12,9,3544
2025,9,12,10,3425
2025,9,12,11,3377
2025,9,12,12,3443
2025,9,12,13,3593
2025,9,12,14,3775
2025,9,12,15,3935
2025,9,12,16,4083
2025,9,12,17,4176
2025,9,12,18,4185
2025,9,12,19,4052
2025,9,12,20,3881
2025,9,12,21,3739
2025,9,12,22,3628
2025,9,12,23,3556
2025,9,13,0,3579
2025,9,13,1,3684
2025,9,13,2,3819
2025,9,13,3,3962
2025,9,13,4,4105
2025,9,13,5,4201
2025,9,13,6,4206
2025,9,13,7,4083
2025,9,13,8,3911
2025,9,13,9,3754
2025,9,13,10,3611
2025,9,13,11,3507
2025,9,13,12,3481
2025,9,13,13,3538
2025,9,13,14,3667
2025,9,13,15,3841
2025,9,13,16,3981
2025,9,13,17,4113
2025,9,13,18,4199
2025,9,13,19,4191
2025,9,13,20,4068
2025,9,13,21,3921
2025,9,13,22,3810
2025,9,13,23,3705
2025,9,14,0,3637
2025,9,14,1,3634
2025,9,14,2,3730
2025,9,14,3,3868
2025,9,14,4,3980
2025,9,14,5,4091
2025,9,14,6,4165
2025,9,14,7,4150
2025,9,14,8,4025
2025,9,14,9,3876
2025,9,14,10,3735
2025,9,14,11,3594
2025,9,14,12,3494
2025,9,14,13,3454
2025,9,14,14,3499
2025,9,14,15,3616
2025,9,14,16,3769
2025,9,14,17,3899
2025,9,14,18,4025
2025,9,14,19,4110
2025,9,14,20,4111
2025,9,14,21,4011
2025,9,14,22,3883
2025,9,14,23,3789
2025,9,15,0,3684
2025,9,15,1,3611
2025,9,15,2,3622
2025,9,15,3,3697
2025,9,15,4,3825
2025,9,15,5,3935
2025,9,15,6,4029
2025,9,15,7,4107
2025,9,15,8,4121
2025,9,15,9,4035
2025,9,15,10,3899
2025,9,15,11,3763
2025,9,15,12,3629
2025,9,15,13,3519
2025,9,15,14,3475
2025,9,15,15,3525
2025,9,15,16,3627
2025,9,15,17,3761
2025,9,15,18,3886
2025,9,15,19,3994
2025,9,15,20,4063
2025,9,15,21,4074
2025,9,15,22,4001
2025,9,15,23,3877
2025,9,16,0,3770
2025,9,16,1,3658
2025,9,16,2,3582
2025,9,16,3,3577
2025,9,16,4,3647
2025,9,16,5,3770
2025,9,16,6,3876
2025,9,16,7,3968
2025,9,16,8,4041
2025,9,16,9,4071
2025,9,16,10,4022
2025,9,16,11,3891
2025,9,16,12,3756
2025,9,16,13,3631
2025,9,16,14,3532
2025,9,16,15,3474
2025,9,16,16,3487
2025,9,16,17,3575
2025,9,16,18,3718
2025,9,16,19,3839
2025,9,16,20,3951
2025,9,16,21,4038
2025,9,16,22,4071
2025,9,16,23,4006
2025,9,17,0,3865
2025,9,17,1,3749
2025,9,17,2,3646
2025,9,17,3,3561
2025,9,17,4,3539
2025,9,17,5,3616
2025,9,17,6,3703
2025,9,17,7,3824
2025,9,17,8,3939
2025,9,17,9,4033
2025,9,17,10,4066
2025,9,17,11,4008
2025,9,17,12,3882
2025,9,17,13,3751
2025,9,17,14,3618
2025,9,17,15,3504
2025,9,17,16,3447
2025,9,17,17,3453
2025,9,17,18,3544
2025,9,17,19,3701
2025,9,17,20,3828
2025,9,17,21,3956
2025,9,17,22,4046
2025,9,17,23,4075
2025,9,18,0,4018
2025,9,18,1,3889
2025,9,18,2,3753
2025,9,18,3,3639
2025,9,18,4,3558
2025,9,18,5,3539
2025,9,18,6,3603
2025,9,18,7,3736
2025,9,18,8,3872
2025,9,18,9,3985
2025,9,18,10,4084
2025,9,18,11,4136
2025,9,18,12,4083
2025,9,18,13,3925
2025,9,18,14,3782
2025,9,18,15,3634
2025,9,18,16,3516
2025,9,18,17,3449
2025,9,18,18,3457
2025,9,18,19,3549
2025,9,18,20,3700
2025,9,18,21,3832
2025,9,18,22,3960
2025,9,18,23,4061
2025,9,19,0,4094
2025,9,19,1,4014
2025,9,19,2,3838
2025,9,19,3,3700
2025,9,19,4,3580
2025,9,19,5,3488
2025,9,19,6,3472
2025,9,19,7,3541
2025,9,19,8,3677
2025,9,19,9,3820
2025,9,19,10,3950
2025,9,19,11,4065
2025,9,19,12,4122
2025,9,19,13,4077
2025,9,19,14,3930
2025,9,19,15,3769
2025,9,19,16,3629
2025,9,19,17,3512
2025,9,19,18,3463
2025,9,19,19,3499
2025,9,19,20,3620
2025,9,19,21,3770
2025,9,19,22,3905
2025,9,19,23,4048
2025,9,20,0,4138
2025,9,20,1,4132
2025,9,20,2,4015
2025,9,20,3,3849
2025,9,20,4,3697
2025,9,20,5,3566
2025,9,20,6,3481
2025,9,20,7,3470
2025,9,20,8,3558
2025,9,20,9,3712
2025,9,20,10,3868
2025,9,20,11,4006
2025,9,20,12,4110
2025,9,20,13,4150
2025,9,20,14,4070
2025,9,20,15,3895
2025,9,20,16,3732
2025,9,20,17,3585
2025,9,20,18,3473
2025,9,20,19,3441
2025,9,20,20,3492
2025,9,20,21,3625
2025,9,20,22,3778
2025,9,20,23,3944
2025,9,21,0,4077
2025,9,21,1,4149
2025,9,21,2,4121
2025,9,21,3,3959
2025,9,21,4,3796
2025,9,21,5,3652
2025,9,21,6,3524
2025,9,21,7,3466
2025,9,21,8,3503
2025,9,21,9,3622
2025,9,21,10,3781
2025,9,21,11,3934
2025,9,21,12,4071
2025,9,21,13,4162
2025,9,21,14,4174
2025,9,21,15,4056
2025,9,21,16,3868
2025,9,21,17,3707
2025,9,21,18,3562
2025,9,21,19,3470
2025,9,21,20,3455
2025,9,21,21,3505
2025,9,21,22,3675
2025,9,21,23,3845
2025,9,22,0,3979
2025,9,22,1,4072
2025,9,22,2,4104
2025,9,22,3,4029
2025,9,22,4,3858
2025,9,22,5,3695
2025,9,22,6,3547
2025,9,22,7,3435
2025,9,22,8,3405
2025,9,22,9,3479
2025,9,22,10,3632
2025,9,22,11,3798
2025,9,22,12,3941
2025,9,22,13,4065
2025,9,22,14,4131
2025,9,22,15,4093
2025,9,22,16,3934
2025,9,22,17,3762
2025,9,22,18,3629
2025,9,22,19,3510
2025,9,22,20,3446
2025,9,22,21,3468
2025,9,22,22,3585
2025,9,22,23,3747
2025,9,23,0,3882
2025,9,23,1,4006
2025,9,23,2,4063
2025,9,23,3,4044
2025,9,23,4,3922
2025,9,23,5,3753
2025,9,23,6,3612
2025,9,23,7,3480
2025,9,23,8,3402
2025,9,23,9,3407
2025,9,23,10,3503
2025,9,23,11,3653
2025,9,23,12,3801
2025,9,23,13,3936
2025,9,23,14,4042
2025,9,23,15,4069
2025,9,23,16,3992
2025,9,23,17,3825
2025,9,23,18,3669
2025,9,23,19,3541
2025,9,23,20,3453
2025,9,23,21,3430
2025,9,23,22,3473
2025,9,23,23,3600
2025,9,24,0,3761
2025,9,24,1,3871
2025,9,24,2,3981
2025,9,24,3,4039
2025,9,24,4,3957
2025,9,24,5,3800
2025,9,24,6,3660
2025,9,24,7,3528
2025,9,24,8,3422
2025,9,24,9,3385
2025,9,24,10,3434
2025,9,24,11,3559
2025,9,24,12,3714
2025,9,24,13,3845
2025,9,24,14,3972
2025,9,24,15,4053
2025,9,24,16,4058
2025,9,24,17,3938
2025,9,24,18,3782
2025,9,24,19,3646
2025,9,24,20,3528
2025,9,24,21,3457
2025,9,24,22,3471
2025,9,24,23,3579
2025,9,25,0,3724
2025,9,25,1,3837
2025,9,25,2,3949
2025,9,25,3,4028
2025,9,25,4,4014
2025,9,25,5,3896
2025,9,25,6,3744
2025,9,25,7,3606
2025,9,25,8,3478
2025,9,25,9,3395
2025,9,25,10,3375
2025,9,25,11,3447
2025,9,25,12,3585
2025,9,25,13,3728
2025,9,25,14,3857
2025,9,25,15,3970
2025,9,25,16,4022
2025,9,25,17,3963
2025,9,25,18,3822
2025,9,25,19,3691
2025,9,25,20,3576
2025,9,25,21,3482
2025,9,25,22,3455
2025,9,25,23,3497
2025,9,26,0,3619
2025,9,26,1,3734
2025,9,26,2,3834
2025,9,26,3,3924
2025,9,26,4,3967
2025,9,26,5,3923
2025,9,26,6,3795
2025,9,26,7,3664
2025,9,26,8,3542
2025,9,26,9,3441
2025,9,26,10,3389
2025,9,26,11,3402
2025,9,26,12,3504
2025,9,26,13,3653
2025,9,26,14,3785
2025,9,26,15,3911
2025,9,26,16,3993
2025,9,26,17,4004
2025,9,26,18,3912
2025,9,26,19,3780
2025,9,26,20,3677
2025,9,26,21,3578
2025,9,26,22,3508
2025,9,26,23,3503
2025,9,27,0,3552
2025,9,27,1,3661
2025,9,27,2,3765
2025,9,27,3,3854
2025,9,27,4,3922
2025,9,27,5,3941
2025,9,27,6,3864
2025,9,27,7,3725
2025,9,27,8,3605
2025,9,27,9,3496
2025,9,27,10,3432
2025,9,27,11,3419
2025,9,27,12,3465
2025,9,27,13,3570
2025,9,27,14,3685
2025,9,27,15,3785
2025,9,27,16,3887
2025,9,27,17,3955
2025,9,27,18,3953
2025,9,27,19,3860
2025,9,27,20,3737
2025,9,27,21,3642
2025,9,27,22,3565
2025,9,27,23,3530
2025,9,28,0,3544
2025,9,28,1,3622
2025,9,28,2,3725
2025,9,28,3,3813
2025,9,28,4,3899
2025,9,28,5,3949
2025,9,28,6,3935
2025,9,28,7,3841
2025,9,28,8,3737
2025,9,28,9,3623
2025,9,28,10,3528
2025,9,28,11,3471
2025,9,28,12,3464
2025,9,28,13,3526
2025,9,28,14,3632
2025,9,28,15,3737
2025,9,28,16,3832
2025,9,28,17,3919
2025,9,28,18,3941
2025,9,28,19,3897
2025,9,28,20,3778
2025,9,28,21,3661
2025,9,28,22,3586
2025,9,28,23,3538
2025,9,29,0,3498
2025,9,29,1,3527
2025,9,29,2,3594
2025,9,29,3,3671
2025,9,29,4,3760
2025,9,29,5,3837
2025,9,29,6,3877
2025,9,29,7,3854
2025,9,29,8,3767
2025,9,29,9,3654
2025,9,29,10,3554
2025,9,29,11,3473
2025,9,29,12,3425
2025,9,29,13,3431
2025,9,29,14,3483
2025,9,29,15,3572
2025,9,29,16,3661
2025,9,29,17,3761
2025,9,29,18,3865
2025,9,29,19,3926
2025,9,29,20,3886
2025,9,29,21,3784
2025,9,29,22,3695
2025,9,29,23,3624
2025,9,30,0,3576
2025,9,30,1,3561
2025,9,30,2,3597
2025,9,30,3,3670
2025,9,30,4,3746
2025,9,30,5,3817
2025,9,30,6,3882
2025,9,30,7,3908
2025,9,30,8,3888
2025,9,30,9,3810
2025,9,30,10,3717
2025,9,30,11,3631
2025,9,30,12,3555
2025,9,30,13,3518
2025,9,30,14,3527
2025,9,30,15,3588
2025,9,30,16,3679
2025,9,30,17,3781
2025,9,30,18,3883
2025,9,30,19,3967
2025,9,30,20,4003
2025,9,30,21,3975
2025,9,30,22,3902
2025,9,30,23,3813
2025,10,1,0,3729
2025,10,1,1,3671
2025,10,1,2,3649
2025,10,1,3,3681
2025,10,1,4,3764
2025,10,1,5,3845
2025,10,1,6,3917
2025,10,1,7,3993
2025,10,1,8,4032
2025,10,1,9,4018
2025,10,1,10,3932
2025,10,1,11,3833
2025,10,1,12,3741
2025,10,1,13,3667
2025,10,1,14,3628
2025,10,1,15,3636
2025,10,1,16,3696
2025,10,1,17,3794
2025,10,1,18,3895
2025,10,1,19,3989
2025,10,1,20,4075
2025,10,1,21,4123
2025,10,1,22,4112
2025,10,1,23,4032
2025,10,2,0,3938
2025,10,2,1,3855
2025,10,2,2,3790
2025,10,2,3,3746
2025,10,2,4,3776
2025,10,2,5,3862
2025,10,2,6,3959
2025,10,2,7,4047
2025,10,2,8,4133
2025,10,2,9,4181
2025,10,2,10,4158
2025,10,2,11,4051
2025,10,2,12,3930
2025,10,2,13,3820
2025,10,2,14,3724
2025,10,2,15,3666
2025,10,2,16,3666
2025,10,2,17,3732
2025,10,2,18,3832
2025,10,2,19,3940
2025,10,2,20,4064
2025,10,2,21,4157
2025,10,2,22,4206
2025,10,2,23,4183
2025,10,3,0,4072
2025,10,3,1,3939
2025,10,3,2,3843
2025,10,3,3,3769
2025,10,3,4,3723
2025,10,3,5,3777
2025,10,3,6,3883
2025,10,3,7,4005
2025,10,3,8,4113
2025,10,3,9,4208
2025,10,3,10,4255
2025,10,3,11,4223
2025,10,3,12,4117
2025,10,3,13,3978
2025,10,3,14,3852
2025,10,3,15,3734
2025,10,3,16,3665
2025,10,3,17,3668
2025,10,3,18,3750
2025,10,3,19,3873
2025,10,3,20,4001
2025,10,3,21,4127
2025,10,3,22,4243
2025,10,3,23,4287
2025,10,4,0,4232
2025,10,4,1,4094
2025,10,4,2,3946
2025,10,4,3,3814
2025,10,4,4,3723
2025,10,4,5,3705
2025,10,4,6,3766
2025,10,4,7,3896
2025,10,4,8,4038
2025,10,4,9,4173
2025,10,4,10,4295
2025,10,4,11,4368
2025,10,4,12,4347
2025,10,4,13,4204
2025,10,4,14,4034
2025,10,4,15,3882
2025,10,4,16,3755
2025,10,4,17,3690
2025,10,4,18,3718
2025,10,4,19,3823
2025,10,4,20,3978
2025,10,4,21,4122
2025,10,4,22,4267
2025,10,4,23,4378
2025,10,5,0,4387
2025,10,5,1,4261
2025,10,5,2,4083
2025,10,5,3,3921
2025,10,5,4,3765
2025,10,5,5,3659
2025,10,5,6,3645
2025,10,5,7,3731
2025,10,5,8,3902
2025,10,5,9,4066
2025,10,5,10,4215
2025,10,5,11,4339
2025,10,5,12,4387
2025,10,5,13,4303
2025,10,5,14,4126
2025,10,5,15,3955
2025,10,5,16,3789
2025,10,5,17,3653
2025,10,5,18,3593
2025,10,5,19,3621
2025,10,5,20,3752
2025,10,5,21,3943
2025,10,5,22,4104
2025,10,5,23,4260
2025,10,6,0,4355
2025,10,6,1,4309
2025,10,6,2,4137
2025,10,6,3,3945
2025,10,6,4,3777
2025,10,6,5,3627
2025,10,6,6,3541
2025,10,6,7,3551
2025,10,6,8,3664
2025,10,6,9,3851
2025,10,6,10,4018
2025,10,6,11,4183
2025,10,6,12,4323
2025,10,6,13,4373
2025,10,6,14,4280
2025,10,6,15,4073
2025,10,6,16,3876
2025,10,6,17,3706
2025,10,6,18,3579
2025,10,6,19,3534
2025,10,6,20,3592
2025,10,6,21,3759
2025,10,6,22,3951
2025,10,6,23,4111
2025,10,7,0,4255
2025,10,7,1,4325
2025,10,7,2,4266
2025,10,7,3,4065
2025,10,7,4,3852
2025,10,7,5,3656
2025,10,7,6,3500
2025,10,7,7,3431
2025,10,7,8,3472
2025,10,7,9,3624
2025,10,7,10,3833
2025,10,7,11,4027
2025,10,7,12,4208
2025,10,7,13,4342
2025,10,7,14,4369
2025,10,7,15,4242
2025,10,7,16,4021
2025,10,7,17,3830
2025,10,7,18,3665
2025,10,7,19,3555
2025,10,7,20,3534
2025,10,7,21,3630
2025,10,7,22,3820
2025,10,7,23,3997
2025,10,8,0,4179
2025,10,8,1,4319
2025,10,8,2,4367
2025,10,8,3,4266
2025,10,8,4,4037
2025,10,8,5,3830
2025,10,8,6,3643
2025,10,8,7,3499
2025,10,8,8,3452
2025,10,8,9,3515
2025,10,8,10,3670
2025,10,8,11,3873
2025,10,8,12,4068
2025,10,8,13,4253
2025,10,8,14,4370
2025,10,8,15,4366
2025,10,8,16,4183
2025,10,8,17,3953
2025,10,8,18,3764
2025,10,8,19,3596
2025,10,8,20,3499
2025,10,8,21,3505
2025,10,8,22,3626
2025,10,8,23,3813
2025,10,9,0,3978
2025,10,9,1,4134
2025,10,9,2,4257
2025,10,9,3,4274
2025,10,9,4,4127
2025,10,9,5,3903
2025,10,9,6,3709
2025,10,9,7,3519
2025,10,9,8,3396
2025,10,9,9,3363
2025,10,9,10,3456
2025,10,9,11,3642
2025,10,9,12,3861
2025,10,9,13,4050
2025,10,9,14,4222
2025,10,9,15,4331
2025,10,9,16,4313
2025,10,9,17,4118
2025,10,9,18,3926
2025,10,9,19,3752
2025,10,9,20,3598
2025,10,9,21,3532
2025,10,9,22,3563
2025,10,9,23,3696
2025,10,10,0,3869
2025,10,10,1,4033
2025,10,10,2,4184
2025,10,10,3,4272
2025,10,10,4,4251
2025,10,10,5,4080
2025,10,10,6,3879
2025,10,10,7,3693
2025,10,10,8,3513
2025,10,10,9,3404
2025,10,10,10,3390
2025,10,10,11,3476
2025,10,10,12,3659
2025,10,10,13,3866
2025,10,10,14,4035
2025,10,10,15,4191
2025,10,10,16,4285
2025,10,10,17,4240
2025,10,10,18,4035
2025,10,10,19,3873
2025,10,10,20,3743
2025,10,10,21,3619
2025,10,10,22,3553
2025,10,10,23,3588
2025,10,11,0,3700
2025,10,11,1,3874
2025,10,11,2,4018
2025,10,11,3,4172
2025,10,11,4,4271
2025,10,11,5,4226
2025,10,11,6,4054
2025,10,11,7,3892
2025,10,11,8,3727
2025,10,11,9,3580
2025,10,11,10,3497
2025,10,11,11,3502
2025,10,11,12,3600
2025,10,11,13,3772
2025,10,11,14,3942
2025,10,11,15,4105
2025,10,11,16,4245
2025,10,11,17,4309
2025,10,11,18,4252
2025,10,11,19,4089
2025,10,11,20,3939
2025,10,11,21,3802
2025,10,11,22,3687
2025,10,11,23,3646
2025,10,12,0,3685
2025,10,12,1,3801
2025,10,12,2,3948
2025,10,12,3,4077
2025,10,12,4,4193
2025,10,12,5,4252
2025,10,12,6,4212
2025,10,12,7,4067
2025,10,12,8,3910
2025,10,12,9,3763
2025,10,12,10,3624
2025,10,12,11,3543
2025,10,12,12,3536
2025,10,12,13,3613
2025,10,12,14,3762
2025,10,12,15,3929
2025,10,12,16,4074
2025,10,12,17,4207
2025,10,12,18,4283
2025,10,12,19,4238
2025,10,12,20,4089
2025,10,12,21,3941
2025,10,12,22,3821
2025,10,12,23,3721
2025,10,13,0,3676
2025,10,13,1,3717
2025,10,13,2,3828
2025,10,13,3,3955
2025,10,13,4,4077
2025,10,13,5,4186
2025,10,13,6,4248
2025,10,13,7,4228
2025,10,13,8,4101
2025,10,13,9,3946
2025,10,13,10,3798
2025,10,13,11,3669
2025,10,13,12,3596
2025,10,13,13,3591
2025,10,13,14,3660
2025,10,13,15,3787
2025,10,13,16,3911
2025,10,13,17,4040
2025,10,13,18,4157
2025,10,13,19,4219
2025,10,13,20,4193
2025,10,13,21,4084
2025,10,13,22,3945
2025,10,13,23,3814
2025,10,14,0,3716
2025,10,14,1,3684
2025,10,14,2,3722
2025,10,14,3,3820
2025,10,14,4,3944
2025,10,14,5,4069
2025,10,14,6,4171
2025,10,14,7,4234
2025,10,14,8,4230
2025,10,14,9,4126
2025,10,14,10,3983
2025,10,14,11,3854
2025,10,14,12,3734
2025,10,14,13,3649
2025,10,14,14,3631
2025,10,14,15,3696
2025,10,14,16,3820
2025,10,14,17,3946
2025,10,14,18,4071
2025,10,14,19,4171
2025,10,14,20,4229
2025,10,14,21,4206
2025,10,14,22,4103
2025,10,14,23,3973
2025,10,15,0,3852
2025,10,15,1,3740
2025,10,15,2,3684
2025,10,15,3,3703
2025,10,15,4,3791
2025,10,15,5,3910
2025,10,15,6,4021
2025,10,15,7,4126
2025,10,15,8,4196
2025,10,15,9,4203
2025,10,15,10,4116
2025,10,15,11,3990
2025,10,15,12,3863
2025,10,15,13,3740
2025,10,15,14,3654
2025,10,15,15,3631
2025,10,15,16,3687
2025,10,15,17,3807
2025,10,15,18,3939
2025,10,15,19,4062
2025,10,15,20,4179
2025,10,15,21,4245
2025,10,15,22,4237
2025,10,15,23,4136
2025,10,16,0,4000
2025,10,16,1,3878
2025,10,16,2,3770
2025,10,16,3,3717
2025,10,16,4,3741
2025,10,16,5,3828
2025,10,16,6,3952
2025,10,16,7,4061
2025,10,16,8,4179
2025,10,16,9,4257
2025,10,16,10,4279
2025,10,16,11,4213
2025,10,16,12,4070
2025,10,16,13,3929
2025,10,16,14,3798
2025,10,16,15,3710
2025,10,16,16,3679
2025,10,16,17,3720
2025,10,16,18,3835
2025,10,16,19,3964
2025,10,16,20,4074
2025,10,16,21,4190
2025,10,16,22,4257
2025,10,16,23,4239
2025,10,17,0,4120
2025,10,17,1,3976
2025,10,17,2,3839
2025,10,17,3,3719
2025,10,17,4,3655
2025,10,17,5,3669
2025,10,17,6,3755
2025,10,17,7,3884
2025,10,17,8,3999
2025,10,17,9,4122
2025,10,17,10,4216
2025,10,17,11,4239
2025,10,17,12,4181
2025,10,17,13,4030
2025,10,17,14,3881
2025,10,17,15,3748
2025,10,17,16,3649
2025,10,17,17,3620
2025,10,17,18,3679
2025,10,17,19,3793
2025,10,17,20,3923
2025,10,17,21,4048
2025,10,17,22,4163
2025,10,17,23,4228
2025,10,18,0,4205
2025,10,18,1,4078
2025,10,18,2,3920
2025,10,18,3,3781
2025,10,18,4,3664
2025,10,18,5,3603
2025,10,18,6,3631
2025,10,18,7,3743
2025,10,18,8,3882
2025,10,18,9,4021
2025,10,18,10,4150
2025,10,18,11,4235
2025,10,18,12,4249
2025,10,18,13,4153
2025,10,18,14,3997
2025,10,18,15,3852
2025,10,18,16,3710
2025,10,18,17,3621
2025,10,18,18,3609
2025,10,18,19,3679
2025,10,18,20,3812
2025,10,18,21,3941
2025,10,18,22,4067
2025,10,18,23,4181
2025,10,19,0,4223
2025,10,19,1,4158
2025,10,19,2,4010
2025,10,19,3,3855
2025,10,19,4,3708
2025,10,19,5,3590
2025,10,19,6,3552
2025,10,19,7,3590
2025,10,19,8,3715
2025,10,19,9,3869
2025,10,19,10,4001
2025,10,19,11,4128
2025,10,19,12,4204
2025,10,19,13,4188
2025,10,19,14,4069
2025,10,19,15,3911
2025,10,19,16,3766
2025,10,19,17,3635
2025,10,19,18,3556
2025,10,19,19,3546
2025,10,19,20,3630
2025,10,19,21,3786
2025,10,19,22,3910
2025,10,19,23,4033
2025,10,20,0,4125
2025,10,20,1,4137
2025,10,20,2,4034
2025,10,20,3,3863
2025,10,20,4,3730
2025,10,20,5,3607
2025,10,20,6,3502
2025,10,20,7,3478
2025,10,20,8,3549
2025,10,20,9,3703
2025,10,20,10,3859
2025,10,20,11,3996
2025,10,20,12,4117
2025,10,20,13,4177
2025,10,20,14,4132
2025,10,20,15,3982
2025,10,20,16,3838
2025,10,20,17,3707
2025,10,20,18,3596
2025,10,20,19,3553
2025,10,20,20,3571
2025,10,20,21,3680
2025,10,20,22,3830
2025,10,20,23,3954
2025,10,21,0,4072
2025,10,21,1,4138
2025,10,21,2,4099
2025,10,21,3,3946
2025,10,21,4,3785
2025,10,21,5,3641
2025,10,21,6,3513
2025,10,21,7,3449
2025,10,21,8,3473
2025,10,21,9,3582
2025,10,21,10,3744
2025,10,21,11,3885
2025,10,21,12,4020
2025,10,21,13,4127
2025,10,21,14,4162
2025,10,21,15,4067
2025,10,21,16,3895
2025,10,21,17,3743
2025,10,21,18,3615
2025,10,21,19,3525
2025,10,21,20,3513
2025,10,21,21,3585
2025,10,21,22,3728
2025,10,21,23,3863
2025,10,22,0,3981
2025,10,22,1,4072
2025,10,22,2,4100
2025,10,22,3,4009
2025,10,22,4,3850
2025,10,22,5,3701
2025,10,22,6,3555
2025,10,22,7,3450
2025,10,22,8,3423
2025,10,22,9,3481
2025,10,22,10,3619
2025,10,22,11,3775
2025,10,22,12,3908
2025,10,22,13,4040
2025,10,22,14,4121
2025,10,22,15,4104
2025,10,22,16,3973
2025,10,22,17,3813
2025,10,22,18,3680
2025,10,22,19,3567
2025,10,22,20,3511
2025,10,22,21,3538
2025,10,22,22,3646
2025,10,22,23,3791
2025,10,23,0,3900
2025,10,23,1,4011
2025,10,23,2,4083
2025,10,23,3,4069
2025,10,23,4,3947
2025,10,23,5,3798
2025,10,23,6,3647
2025,10,23,7,3517
2025,10,23,8,3440
2025,10,23,9,3444
2025,10,23,10,3541
2025,10,23,11,3689
2025,10,23,12,3828
2025,10,23,13,3966
2025,10,23,14,4072
2025,10,23,15,4110
2025,10,23,16,4058
2025,10,23,17,3903
2025,10,23,18,3750
2025,10,23,19,3620
2025,10,23,20,3524
2025,10,23,21,3502
2025,10,23,22,3561
2025,10,23,23,3684
2025,10,24,0,3804
2025,10,24,1,3916
2025,10,24,2,4004
